id,contentment
116529,content
90454,content
98713,neutral or discontent
60124,neutral or discontent
129255,neutral or discontent
14243,content
11337,neutral or discontent
25834,content
78068,neutral or discontent
2787,content
2700,neutral or discontent
32034,content
90698,neutral or discontent
37953,neutral or discontent
11303,neutral or discontent
3248,neutral or discontent
62456,neutral or discontent
93072,neutral or discontent
46064,neutral or discontent
95557,neutral or discontent
104474,neutral or discontent
34989,content
77858,neutral or discontent
18652,content
8404,neutral or discontent
80263,neutral or discontent
85031,neutral or discontent
95863,content
25324,content
35984,content
103199,content
126530,content
42628,neutral or discontent
67259,content
5537,neutral or discontent
114233,neutral or discontent
24616,neutral or discontent
115863,neutral or discontent
26643,content
37714,neutral or discontent
91947,neutral or discontent
105183,neutral or discontent
36114,neutral or discontent
78224,neutral or discontent
69744,content
76332,neutral or discontent
3816,content
37436,neutral or discontent
129016,content
102882,neutral or discontent
32759,content
19426,content
122864,neutral or discontent
105197,content
50167,content
99203,neutral or discontent
85358,content
15043,neutral or discontent
83251,neutral or discontent
55977,neutral or discontent
87373,neutral or discontent
49120,content
4229,content
98789,content
78837,neutral or discontent
22678,content
11126,neutral or discontent
29630,neutral or discontent
115291,content
17420,neutral or discontent
125682,neutral or discontent
44259,neutral or discontent
57078,content
25003,neutral or discontent
32917,neutral or discontent
123511,neutral or discontent
53648,content
10209,neutral or discontent
97349,content
108995,content
101926,content
62094,neutral or discontent
20100,content
88501,neutral or discontent
62157,content
122148,content
64798,neutral or discontent
33324,content
116386,neutral or discontent
23545,content
46391,neutral or discontent
66184,content
7042,neutral or discontent
88788,neutral or discontent
73150,neutral or discontent
60986,content
44057,neutral or discontent
56865,content
89998,content
73329,content
56476,content
68414,neutral or discontent
87213,neutral or discontent
103585,neutral or discontent
30634,neutral or discontent
128735,neutral or discontent
53020,neutral or discontent
116138,neutral or discontent
13213,content
117197,neutral or discontent
33004,neutral or discontent
63548,neutral or discontent
84321,neutral or discontent
43902,content
126292,neutral or discontent
70953,content
59962,content
40068,content
23661,neutral or discontent
113190,content
12535,neutral or discontent
82584,neutral or discontent
91534,content
13911,neutral or discontent
40967,neutral or discontent
70704,content
64463,neutral or discontent
69923,neutral or discontent
31302,content
31363,neutral or discontent
33291,content
126160,neutral or discontent
90555,content
43380,neutral or discontent
20130,neutral or discontent
97294,neutral or discontent
117517,neutral or discontent
67898,neutral or discontent
2683,neutral or discontent
20345,content
29934,neutral or discontent
38032,content
56902,neutral or discontent
18195,content
80612,content
113903,content
124648,content
58383,content
41786,content
71272,content
41291,neutral or discontent
47763,content
43469,neutral or discontent
115476,neutral or discontent
61545,neutral or discontent
14502,neutral or discontent
54570,content
22996,neutral or discontent
3881,content
21587,content
99538,neutral or discontent
110420,content
32549,neutral or discontent
120228,neutral or discontent
38776,content
44990,content
79665,neutral or discontent
13119,content
39240,content
68597,content
74282,content
63166,content
114252,content
65699,content
116842,neutral or discontent
114172,content
40856,neutral or discontent
94748,neutral or discontent
5187,content
31943,content
94817,content
11761,neutral or discontent
97538,content
59400,neutral or discontent
124212,neutral or discontent
126837,content
30372,content
62824,neutral or discontent
5691,neutral or discontent
83124,neutral or discontent
24489,content
56640,content
122555,neutral or discontent
70255,content
38539,neutral or discontent
89814,content
108595,content
50669,neutral or discontent
39853,neutral or discontent
75680,neutral or discontent
103294,neutral or discontent
45389,content
44812,neutral or discontent
51720,neutral or discontent
63672,content
36167,neutral or discontent
59251,neutral or discontent
118360,neutral or discontent
115187,content
45965,content
11112,content
43759,content
67239,neutral or discontent
129115,neutral or discontent
72883,content
98558,neutral or discontent
95265,neutral or discontent
11787,neutral or discontent
7846,content
81405,neutral or discontent
2596,neutral or discontent
32558,neutral or discontent
9596,content
52876,neutral or discontent
76433,neutral or discontent
72832,neutral or discontent
83196,content
30009,content
49895,content
129728,content
81233,neutral or discontent
22453,neutral or discontent
52428,neutral or discontent
77131,neutral or discontent
66928,content
110663,neutral or discontent
100068,neutral or discontent
111542,content
118460,content
57161,content
23480,neutral or discontent
32401,neutral or discontent
20646,content
11675,content
52180,neutral or discontent
4815,content
106285,neutral or discontent
29645,neutral or discontent
102010,neutral or discontent
6740,content
51349,neutral or discontent
3971,content
37347,content
108714,content
124432,neutral or discontent
47985,content
114008,content
101696,neutral or discontent
96214,content
14892,neutral or discontent
104532,content
54928,content
104264,content
25501,content
112960,neutral or discontent
13271,neutral or discontent
39863,neutral or discontent
72532,content
37976,neutral or discontent
52733,neutral or discontent
17596,neutral or discontent
67388,content
79746,neutral or discontent
38127,content
82119,neutral or discontent
109589,content
125471,neutral or discontent
49142,content
90799,content
199,content
110058,neutral or discontent
108019,content
34130,content
42278,neutral or discontent
94250,content
478,content
52972,neutral or discontent
108131,content
80561,content
68987,content
7766,neutral or discontent
115683,neutral or discontent
116071,neutral or discontent
76689,neutral or discontent
69821,neutral or discontent
89290,neutral or discontent
84585,neutral or discontent
5476,neutral or discontent
23645,content
121858,neutral or discontent
91487,neutral or discontent
87115,neutral or discontent
109415,content
44898,content
127344,content
30332,neutral or discontent
75252,neutral or discontent
117655,content
65135,neutral or discontent
72206,content
1541,neutral or discontent
35758,content
107450,content
72073,content
941,neutral or discontent
74576,neutral or discontent
92131,neutral or discontent
84831,neutral or discontent
32871,neutral or discontent
47250,content
9272,neutral or discontent
58090,neutral or discontent
56562,content
119781,neutral or discontent
21945,content
74255,neutral or discontent
17164,content
49923,neutral or discontent
116607,content
24270,content
66920,content
128724,neutral or discontent
128081,content
115401,neutral or discontent
91821,content
29538,content
41589,neutral or discontent
90569,content
44901,neutral or discontent
42635,content
81771,neutral or discontent
112730,neutral or discontent
126101,neutral or discontent
117509,neutral or discontent
126136,neutral or discontent
111153,neutral or discontent
43978,content
102341,content
65628,neutral or discontent
81064,content
20418,neutral or discontent
92457,neutral or discontent
82253,neutral or discontent
51620,content
1566,content
55573,content
99877,content
21108,neutral or discontent
71858,neutral or discontent
46021,content
103021,content
18745,content
38613,neutral or discontent
80826,content
3463,neutral or discontent
57448,content
11346,neutral or discontent
106580,content
91024,neutral or discontent
76898,content
108318,content
24782,content
93598,content
37998,neutral or discontent
48237,neutral or discontent
95627,neutral or discontent
22957,content
72372,content
55203,content
74764,neutral or discontent
17165,content
20777,content
107868,neutral or discontent
82443,neutral or discontent
70392,neutral or discontent
46652,neutral or discontent
99929,neutral or discontent
62230,neutral or discontent
98872,content
29783,neutral or discontent
17392,content
7834,neutral or discontent
122303,neutral or discontent
116777,neutral or discontent
6074,neutral or discontent
125434,neutral or discontent
72880,content
81824,neutral or discontent
58123,neutral or discontent
44788,neutral or discontent
31502,neutral or discontent
62463,neutral or discontent
69002,content
29399,content
71174,content
8453,content
15713,neutral or discontent
74487,content
45180,neutral or discontent
27321,content
7468,content
53885,neutral or discontent
32796,content
8127,content
12414,content
75275,neutral or discontent
37563,content
19685,content
52470,neutral or discontent
116149,neutral or discontent
129522,content
63,neutral or discontent
8737,content
89786,neutral or discontent
108883,neutral or discontent
33702,neutral or discontent
81448,content
40008,content
60535,neutral or discontent
72957,neutral or discontent
100052,neutral or discontent
129438,neutral or discontent
32112,content
109724,neutral or discontent
53135,content
113355,content
84801,content
97354,neutral or discontent
49367,content
9934,neutral or discontent
53730,neutral or discontent
55673,content
65064,neutral or discontent
68531,content
80355,content
10959,content
25124,neutral or discontent
95680,neutral or discontent
35580,content
86298,neutral or discontent
34506,content
49000,content
287,content
8004,content
6609,neutral or discontent
126831,neutral or discontent
109983,neutral or discontent
76793,content
41657,content
105269,neutral or discontent
78529,neutral or discontent
30591,content
4951,neutral or discontent
79667,content
63893,neutral or discontent
13866,content
4569,neutral or discontent
74503,content
57716,content
49595,content
103556,neutral or discontent
121614,neutral or discontent
12242,content
96159,content
82511,content
127364,content
106289,neutral or discontent
40699,content
28541,neutral or discontent
126085,content
66940,content
71220,content
102000,neutral or discontent
125023,neutral or discontent
56393,neutral or discontent
62257,content
61438,content
63000,neutral or discontent
25763,neutral or discontent
25497,neutral or discontent
94041,content
129034,neutral or discontent
20211,content
106722,content
29791,neutral or discontent
64440,content
124877,neutral or discontent
75510,neutral or discontent
115793,neutral or discontent
51231,content
53658,content
113744,content
90564,neutral or discontent
106082,content
120358,content
368,content
112701,neutral or discontent
60341,content
128676,neutral or discontent
111066,neutral or discontent
117464,neutral or discontent
72183,content
54552,neutral or discontent
85656,content
2373,content
46296,neutral or discontent
110299,content
90126,neutral or discontent
102769,neutral or discontent
95195,neutral or discontent
19746,content
122638,neutral or discontent
71377,neutral or discontent
88365,content
16834,neutral or discontent
54911,neutral or discontent
4334,content
47007,neutral or discontent
98648,content
33438,neutral or discontent
119988,neutral or discontent
112999,content
92617,content
96528,neutral or discontent
65498,content
54099,content
26869,content
93060,neutral or discontent
34229,neutral or discontent
103206,content
106433,content
124157,content
36287,neutral or discontent
96760,neutral or discontent
69911,neutral or discontent
84519,neutral or discontent
28354,neutral or discontent
110459,neutral or discontent
100874,content
79176,content
37318,neutral or discontent
49463,content
9965,neutral or discontent
119206,neutral or discontent
47702,neutral or discontent
90239,neutral or discontent
81181,neutral or discontent
82530,content
28410,content
106493,neutral or discontent
22202,neutral or discontent
101683,content
90948,neutral or discontent
66989,content
108203,neutral or discontent
52585,neutral or discontent
85844,neutral or discontent
44950,neutral or discontent
83509,neutral or discontent
35406,content
19823,neutral or discontent
58350,content
94680,content
8644,content
80855,content
30357,content
103983,content
115294,content
107903,neutral or discontent
114954,content
24295,content
62171,content
44491,neutral or discontent
107629,neutral or discontent
20995,neutral or discontent
79802,content
110530,content
12273,neutral or discontent
59972,neutral or discontent
17348,neutral or discontent
4121,content
17975,neutral or discontent
12887,content
129452,neutral or discontent
95543,neutral or discontent
64546,content
103796,neutral or discontent
34973,neutral or discontent
72083,neutral or discontent
85451,content
34722,content
105558,neutral or discontent
8334,content
107773,neutral or discontent
40704,content
95394,neutral or discontent
74912,content
39512,neutral or discontent
65582,neutral or discontent
31291,neutral or discontent
21539,neutral or discontent
28806,content
42669,content
52211,content
42836,neutral or discontent
4209,neutral or discontent
14865,content
59192,content
8451,neutral or discontent
113773,neutral or discontent
116375,neutral or discontent
86912,neutral or discontent
25700,content
24274,neutral or discontent
60245,neutral or discontent
59000,content
120427,neutral or discontent
110684,neutral or discontent
20118,neutral or discontent
100286,content
114656,neutral or discontent
50145,neutral or discontent
12587,content
9562,content
103648,content
88738,neutral or discontent
92018,content
92937,neutral or discontent
10928,neutral or discontent
94648,content
95547,neutral or discontent
39323,neutral or discontent
61213,neutral or discontent
75681,neutral or discontent
84620,neutral or discontent
94967,neutral or discontent
53406,neutral or discontent
53585,neutral or discontent
10509,content
100860,neutral or discontent
34022,neutral or discontent
70460,content
113893,content
79845,content
125411,content
35246,content
43598,content
115241,content
88375,neutral or discontent
44794,content
113592,content
94037,content
76635,content
17475,neutral or discontent
43923,neutral or discontent
59789,neutral or discontent
85196,content
10993,content
104587,neutral or discontent
91140,neutral or discontent
27560,neutral or discontent
773,neutral or discontent
30757,neutral or discontent
103674,neutral or discontent
111515,neutral or discontent
11599,neutral or discontent
53647,content
127479,content
31967,content
92532,neutral or discontent
9560,neutral or discontent
73958,neutral or discontent
9968,neutral or discontent
113139,content
29491,neutral or discontent
6921,neutral or discontent
42794,content
114360,content
21350,content
76367,neutral or discontent
82233,neutral or discontent
129340,neutral or discontent
25604,neutral or discontent
24094,content
436,neutral or discontent
52936,neutral or discontent
127692,content
81158,content
39186,neutral or discontent
74498,neutral or discontent
65304,neutral or discontent
40999,content
120085,neutral or discontent
63824,neutral or discontent
87910,content
46807,content
92973,content
80370,content
2233,neutral or discontent
5852,content
119289,content
104602,neutral or discontent
122575,neutral or discontent
35636,content
58794,neutral or discontent
9577,neutral or discontent
106422,content
112251,content
24710,content
128649,neutral or discontent
120167,content
127601,content
46131,content
55854,content
13730,content
106378,content
59113,neutral or discontent
28621,content
118570,neutral or discontent
56811,neutral or discontent
7622,content
19092,neutral or discontent
115778,neutral or discontent
23821,neutral or discontent
68079,neutral or discontent
38343,content
115161,content
80911,content
42453,neutral or discontent
23469,neutral or discontent
70684,neutral or discontent
107159,neutral or discontent
112037,neutral or discontent
55633,content
21750,neutral or discontent
55669,content
126812,neutral or discontent
7562,content
118357,neutral or discontent
62493,content
1667,neutral or discontent
60824,neutral or discontent
70801,neutral or discontent
124837,neutral or discontent
58250,neutral or discontent
88390,neutral or discontent
53584,content
101063,neutral or discontent
79057,neutral or discontent
103086,neutral or discontent
66436,neutral or discontent
121405,content
19523,content
49633,content
37841,content
115541,neutral or discontent
29636,neutral or discontent
7558,neutral or discontent
16911,neutral or discontent
76817,neutral or discontent
91525,neutral or discontent
80250,neutral or discontent
48219,neutral or discontent
103038,neutral or discontent
51377,neutral or discontent
70143,neutral or discontent
29885,content
80361,neutral or discontent
67920,neutral or discontent
108521,neutral or discontent
9830,content
5331,content
55307,neutral or discontent
77234,content
101082,neutral or discontent
22908,content
93523,neutral or discontent
67152,neutral or discontent
34783,neutral or discontent
37201,neutral or discontent
37603,neutral or discontent
127128,content
61936,neutral or discontent
86025,content
126916,content
36283,neutral or discontent
88184,content
32250,neutral or discontent
17119,neutral or discontent
77937,neutral or discontent
12748,neutral or discontent
51079,neutral or discontent
61767,neutral or discontent
118256,neutral or discontent
15386,content
35910,content
125171,neutral or discontent
89685,neutral or discontent
58210,neutral or discontent
32548,neutral or discontent
82246,neutral or discontent
30348,neutral or discontent
21780,content
50212,neutral or discontent
96995,neutral or discontent
69978,neutral or discontent
26064,content
25703,content
108770,content
96537,neutral or discontent
46673,content
75647,content
16187,neutral or discontent
28072,neutral or discontent
92754,neutral or discontent
50760,neutral or discontent
65909,neutral or discontent
40212,content
103312,content
56136,content
108000,neutral or discontent
5202,neutral or discontent
41092,neutral or discontent
91386,content
104478,neutral or discontent
39914,content
114409,content
67049,content
1831,neutral or discontent
112794,content
48149,content
94365,content
120992,neutral or discontent
34220,neutral or discontent
114931,neutral or discontent
69188,neutral or discontent
7670,neutral or discontent
68607,neutral or discontent
67850,neutral or discontent
121256,neutral or discontent
72896,content
390,content
61859,neutral or discontent
1628,neutral or discontent
19713,neutral or discontent
126205,content
5194,content
121817,content
62440,neutral or discontent
112625,neutral or discontent
87474,content
51989,neutral or discontent
52296,neutral or discontent
55965,content
89246,neutral or discontent
32777,neutral or discontent
22201,neutral or discontent
64644,neutral or discontent
107151,content
61687,content
116123,neutral or discontent
54144,neutral or discontent
18344,neutral or discontent
64934,neutral or discontent
17609,neutral or discontent
92852,neutral or discontent
73430,neutral or discontent
87136,neutral or discontent
81162,content
93818,content
67928,neutral or discontent
84369,content
77828,neutral or discontent
127815,neutral or discontent
26324,neutral or discontent
47369,content
109787,content
64403,neutral or discontent
5473,neutral or discontent
62097,neutral or discontent
14430,content
82814,content
77272,neutral or discontent
107262,content
47315,content
73615,content
96761,content
110332,content
68005,content
127851,neutral or discontent
39025,neutral or discontent
21876,content
115791,neutral or discontent
77369,neutral or discontent
100656,content
83317,neutral or discontent
105920,neutral or discontent
104600,neutral or discontent
26884,content
43116,neutral or discontent
125869,content
55190,neutral or discontent
39446,neutral or discontent
14515,content
54641,content
39637,neutral or discontent
99330,neutral or discontent
61920,content
98665,content
74798,neutral or discontent
27565,neutral or discontent
117955,neutral or discontent
53800,content
11421,neutral or discontent
104631,neutral or discontent
94554,neutral or discontent
19920,neutral or discontent
61742,neutral or discontent
65307,content
46298,content
102440,neutral or discontent
72527,neutral or discontent
87124,neutral or discontent
113855,content
55281,content
112557,content
53901,neutral or discontent
102961,content
40566,neutral or discontent
124073,neutral or discontent
106395,neutral or discontent
97227,neutral or discontent
25022,content
93178,neutral or discontent
63956,neutral or discontent
101497,neutral or discontent
52809,content
15549,content
114978,content
47864,neutral or discontent
65274,neutral or discontent
7970,content
8903,content
78109,neutral or discontent
98878,neutral or discontent
102080,content
121844,content
22657,neutral or discontent
60421,content
6327,content
98830,neutral or discontent
100273,content
116735,neutral or discontent
44966,content
2060,content
98168,neutral or discontent
55295,neutral or discontent
11247,neutral or discontent
102029,content
118577,neutral or discontent
48592,neutral or discontent
89148,neutral or discontent
122121,content
87633,content
74382,content
8988,neutral or discontent
113743,content
55572,neutral or discontent
40137,neutral or discontent
45139,content
35913,content
96215,neutral or discontent
31679,neutral or discontent
50477,neutral or discontent
105270,neutral or discontent
88740,neutral or discontent
22991,neutral or discontent
32435,neutral or discontent
104101,content
58802,content
34019,neutral or discontent
46389,neutral or discontent
91958,neutral or discontent
67047,content
69243,neutral or discontent
87292,neutral or discontent
86551,content
63065,neutral or discontent
42739,neutral or discontent
100436,neutral or discontent
102164,content
55422,content
18331,content
98631,neutral or discontent
117095,neutral or discontent
36216,neutral or discontent
90473,neutral or discontent
123106,neutral or discontent
40781,content
126346,neutral or discontent
123545,content
45884,content
18263,neutral or discontent
38830,neutral or discontent
118934,content
63756,neutral or discontent
94418,content
100718,neutral or discontent
8459,neutral or discontent
33925,content
66200,neutral or discontent
75943,neutral or discontent
75009,content
106733,content
123229,neutral or discontent
44707,neutral or discontent
109029,content
29461,neutral or discontent
78142,neutral or discontent
11548,neutral or discontent
105587,neutral or discontent
42065,neutral or discontent
5329,neutral or discontent
103645,content
16823,content
45312,content
90685,content
79100,content
39203,content
117586,content
82209,content
125688,neutral or discontent
28678,content
92575,neutral or discontent
81360,neutral or discontent
105599,neutral or discontent
28155,neutral or discontent
90849,neutral or discontent
11718,content
29063,neutral or discontent
58097,neutral or discontent
49842,neutral or discontent
91256,neutral or discontent
127567,neutral or discontent
98315,content
55611,content
117251,neutral or discontent
103349,neutral or discontent
103642,content
77771,neutral or discontent
104567,neutral or discontent
21003,content
3054,content
107655,content
95102,neutral or discontent
79158,neutral or discontent
103869,neutral or discontent
68386,content
84048,neutral or discontent
125457,content
29321,neutral or discontent
125218,neutral or discontent
87004,neutral or discontent
24173,neutral or discontent
128916,neutral or discontent
26896,content
123686,neutral or discontent
127487,content
2376,neutral or discontent
11264,neutral or discontent
92497,content
3672,neutral or discontent
94952,neutral or discontent
89057,content
20085,content
52225,content
32286,neutral or discontent
74441,neutral or discontent
48165,neutral or discontent
95252,neutral or discontent
116898,content
18865,neutral or discontent
79953,neutral or discontent
3987,content
29474,content
34283,content
29649,neutral or discontent
97343,neutral or discontent
22130,content
64832,content
64602,content
125342,content
84349,content
122904,neutral or discontent
46971,neutral or discontent
122576,neutral or discontent
172,content
123754,content
16067,neutral or discontent
19898,content
66880,content
35999,content
38945,neutral or discontent
49504,content
127282,neutral or discontent
10315,content
52039,neutral or discontent
123422,neutral or discontent
103989,content
100957,neutral or discontent
60929,content
58205,neutral or discontent
116089,neutral or discontent
17433,neutral or discontent
107700,neutral or discontent
33250,content
53217,neutral or discontent
55313,content
71437,content
122439,content
123145,content
71990,neutral or discontent
94645,neutral or discontent
116677,neutral or discontent
46699,neutral or discontent
102252,content
35412,neutral or discontent
33769,neutral or discontent
26400,content
109446,content
74570,content
8414,content
82835,neutral or discontent
20037,neutral or discontent
25015,content
50306,neutral or discontent
117809,neutral or discontent
119673,neutral or discontent
12153,content
116256,neutral or discontent
93950,neutral or discontent
116357,neutral or discontent
105976,neutral or discontent
25638,neutral or discontent
62224,neutral or discontent
128885,neutral or discontent
70740,neutral or discontent
83363,content
30660,neutral or discontent
62853,content
21907,content
78353,content
49959,neutral or discontent
9239,content
111140,neutral or discontent
44377,content
82213,content
29682,neutral or discontent
108036,neutral or discontent
110220,content
32096,content
8231,neutral or discontent
70171,neutral or discontent
26252,neutral or discontent
107185,neutral or discontent
59563,neutral or discontent
55725,neutral or discontent
39228,neutral or discontent
42893,content
74188,neutral or discontent
24854,neutral or discontent
6657,content
82772,content
16806,neutral or discontent
51008,content
99180,content
127511,neutral or discontent
80939,neutral or discontent
84495,content
72551,neutral or discontent
92749,neutral or discontent
35368,neutral or discontent
84501,content
28329,neutral or discontent
95251,content
124139,neutral or discontent
89258,content
118738,neutral or discontent
28605,content
122409,content
2583,neutral or discontent
113694,neutral or discontent
27587,neutral or discontent
45322,content
122590,content
52773,content
43251,content
81376,content
32302,content
57861,neutral or discontent
66022,content
7961,neutral or discontent
74992,neutral or discontent
86157,neutral or discontent
100993,content
31014,content
122593,neutral or discontent
115963,neutral or discontent
22474,neutral or discontent
124577,content
103671,neutral or discontent
83954,content
3034,neutral or discontent
34764,neutral or discontent
41617,content
108496,content
51928,neutral or discontent
41943,content
98135,neutral or discontent
14306,content
74028,content
121203,content
100658,neutral or discontent
98488,content
43977,content
72067,neutral or discontent
95014,content
27712,content
53629,content
62200,neutral or discontent
6243,content
12998,neutral or discontent
94688,neutral or discontent
127937,content
122064,content
14736,content
64718,content
83625,neutral or discontent
18886,neutral or discontent
61925,neutral or discontent
113933,content
52446,neutral or discontent
33661,neutral or discontent
50793,neutral or discontent
44811,content
34669,content
117907,content
52469,neutral or discontent
74190,neutral or discontent
35212,neutral or discontent
10584,content
82306,neutral or discontent
71387,content
22731,content
60860,content
29599,neutral or discontent
127375,content
65662,neutral or discontent
88322,content
92525,neutral or discontent
123863,neutral or discontent
15422,content
61512,neutral or discontent
21078,neutral or discontent
14323,neutral or discontent
89669,neutral or discontent
43790,neutral or discontent
50442,neutral or discontent
98499,content
48679,content
37344,neutral or discontent
96012,neutral or discontent
48767,neutral or discontent
128454,neutral or discontent
78509,neutral or discontent
47997,content
85151,content
8200,content
12014,neutral or discontent
97779,content
42122,neutral or discontent
53855,neutral or discontent
43374,neutral or discontent
16589,neutral or discontent
16469,content
58322,neutral or discontent
20038,neutral or discontent
113524,neutral or discontent
63895,content
112133,neutral or discontent
44686,neutral or discontent
89617,content
104283,content
38488,neutral or discontent
82322,neutral or discontent
95250,neutral or discontent
29565,content
84357,neutral or discontent
865,neutral or discontent
50647,neutral or discontent
106574,content
121849,content
2266,content
35868,neutral or discontent
27863,content
43675,neutral or discontent
112368,content
56096,content
40561,content
78605,neutral or discontent
62541,content
17839,neutral or discontent
61302,neutral or discontent
61619,content
48557,neutral or discontent
13269,neutral or discontent
123024,neutral or discontent
87161,content
74762,neutral or discontent
65058,neutral or discontent
2754,neutral or discontent
118690,neutral or discontent
88238,content
1929,content
64139,content
96382,content
50820,neutral or discontent
70923,content
94777,neutral or discontent
99768,content
128726,neutral or discontent
98953,neutral or discontent
66107,content
127294,neutral or discontent
37207,content
73839,content
118674,content
121952,neutral or discontent
99888,content
107376,neutral or discontent
52988,content
14762,neutral or discontent
24713,content
16672,neutral or discontent
76405,content
64060,content
14165,neutral or discontent
25517,content
17115,content
51973,neutral or discontent
27903,neutral or discontent
27052,content
66225,neutral or discontent
97168,neutral or discontent
57022,content
70457,content
5160,neutral or discontent
58130,neutral or discontent
126221,content
124581,content
9123,neutral or discontent
36378,neutral or discontent
94062,neutral or discontent
31900,neutral or discontent
21391,neutral or discontent
35365,content
37682,neutral or discontent
101819,neutral or discontent
64343,neutral or discontent
62052,neutral or discontent
46403,content
64882,content
89823,neutral or discontent
13497,content
83046,content
19616,neutral or discontent
113364,content
69319,content
43259,content
85945,content
60526,neutral or discontent
109728,neutral or discontent
16599,content
74921,content
24252,neutral or discontent
112288,neutral or discontent
21755,neutral or discontent
51245,neutral or discontent
58057,neutral or discontent
59434,content
97657,neutral or discontent
6586,neutral or discontent
84478,content
80972,content
74092,content
105381,neutral or discontent
129363,content
54561,content
44127,neutral or discontent
114481,neutral or discontent
4136,content
84548,neutral or discontent
103365,neutral or discontent
127524,content
55583,neutral or discontent
113680,neutral or discontent
17494,neutral or discontent
77089,content
40234,neutral or discontent
99065,neutral or discontent
71017,content
61822,neutral or discontent
65978,neutral or discontent
61161,content
18447,neutral or discontent
13675,neutral or discontent
18286,neutral or discontent
58156,content
94948,neutral or discontent
52051,content
89321,content
28483,content
117818,neutral or discontent
451,content
102030,content
58564,content
26789,neutral or discontent
77395,neutral or discontent
93831,content
114191,neutral or discontent
2831,neutral or discontent
86333,content
129336,content
80738,content
43921,neutral or discontent
116442,neutral or discontent
88086,neutral or discontent
114819,content
103078,neutral or discontent
71549,content
93103,neutral or discontent
46036,neutral or discontent
52986,content
79013,neutral or discontent
47001,neutral or discontent
58285,neutral or discontent
79906,content
23993,content
32225,content
100569,content
52226,content
64156,neutral or discontent
125889,neutral or discontent
89665,neutral or discontent
57499,neutral or discontent
51489,neutral or discontent
94155,content
43508,neutral or discontent
20569,neutral or discontent
82792,neutral or discontent
65625,neutral or discontent
67175,neutral or discontent
9936,neutral or discontent
14985,neutral or discontent
58554,neutral or discontent
89887,content
103070,neutral or discontent
40641,neutral or discontent
58713,content
97314,neutral or discontent
24208,neutral or discontent
11835,neutral or discontent
66564,neutral or discontent
69176,neutral or discontent
8031,content
43765,neutral or discontent
120014,neutral or discontent
41170,content
53777,content
60044,neutral or discontent
112042,content
48295,neutral or discontent
52072,content
37508,neutral or discontent
37323,content
25066,neutral or discontent
110294,content
66578,neutral or discontent
72575,content
56439,content
31007,neutral or discontent
108253,content
101846,neutral or discontent
36667,neutral or discontent
52547,content
44069,neutral or discontent
19135,content
34972,content
70159,neutral or discontent
68901,neutral or discontent
124548,neutral or discontent
31207,neutral or discontent
28524,neutral or discontent
112460,neutral or discontent
121519,neutral or discontent
26903,neutral or discontent
120648,content
44081,content
45310,neutral or discontent
59702,neutral or discontent
112117,content
12329,content
45173,neutral or discontent
102596,neutral or discontent
54364,neutral or discontent
48039,content
47753,content
23655,content
69893,neutral or discontent
72522,neutral or discontent
123609,content
54457,content
47269,content
58598,neutral or discontent
42753,neutral or discontent
123825,content
66572,content
31258,content
30959,neutral or discontent
10534,content
115061,neutral or discontent
7730,neutral or discontent
92556,neutral or discontent
32873,neutral or discontent
117285,content
86111,content
10171,content
46886,content
127905,neutral or discontent
52113,neutral or discontent
6535,content
85210,neutral or discontent
54375,content
86868,neutral or discontent
90235,neutral or discontent
103653,content
26621,neutral or discontent
118678,neutral or discontent
17345,content
635,content
3821,neutral or discontent
109114,content
128491,neutral or discontent
31510,neutral or discontent
23105,content
111268,content
109022,content
47992,content
39254,neutral or discontent
56149,content
13233,content
76097,neutral or discontent
121669,content
26489,content
115860,neutral or discontent
125899,neutral or discontent
77645,content
94983,neutral or discontent
43896,neutral or discontent
17527,content
88833,content
102297,content
61399,neutral or discontent
15907,content
46153,content
18749,content
49770,content
55853,neutral or discontent
54838,content
54667,neutral or discontent
38702,neutral or discontent
33771,neutral or discontent
23321,content
29724,neutral or discontent
17074,neutral or discontent
104590,neutral or discontent
17034,neutral or discontent
86375,content
2743,neutral or discontent
13350,neutral or discontent
86722,neutral or discontent
54714,neutral or discontent
2278,neutral or discontent
54992,content
5107,neutral or discontent
68288,neutral or discontent
79066,neutral or discontent
23939,neutral or discontent
45030,neutral or discontent
5664,content
14279,content
127123,neutral or discontent
10790,neutral or discontent
85784,content
47968,neutral or discontent
50828,neutral or discontent
42228,neutral or discontent
64445,neutral or discontent
18980,neutral or discontent
129098,content
49147,content
47061,neutral or discontent
112392,content
112262,neutral or discontent
52789,neutral or discontent
40301,neutral or discontent
7246,neutral or discontent
112750,content
118776,neutral or discontent
117038,neutral or discontent
97986,neutral or discontent
5432,neutral or discontent
62909,neutral or discontent
31652,content
59894,content
118693,neutral or discontent
39590,content
108622,neutral or discontent
106319,content
67878,neutral or discontent
112771,content
74991,neutral or discontent
2095,neutral or discontent
59676,neutral or discontent
105628,neutral or discontent
71663,neutral or discontent
88775,content
18833,content
18734,content
78728,neutral or discontent
47760,content
104505,content
2568,neutral or discontent
89535,neutral or discontent
14086,content
16803,neutral or discontent
106348,neutral or discontent
95179,neutral or discontent
119212,content
1901,content
79674,neutral or discontent
83898,content
104388,neutral or discontent
15662,neutral or discontent
78607,content
35584,neutral or discontent
88743,neutral or discontent
109518,content
36935,neutral or discontent
14274,content
2056,content
62044,neutral or discontent
35991,neutral or discontent
